HINDI 	MARATHI 	SCORE
गीला	केला	0.163758
विचार	बनवण्यावर	0.163668
पड़े	पडलेली	0.163603
ठहरे	थांबलेल्या	0.163348
किया	दिल्या	0.163286
किराया	करुन	0.161729
अवस्थित	आहेत	0.161526
देखने	मिळतेजुळते	0.160909
दिए	दिलेले	0.160622
पड़ी	पडली	0.16013
निहार	येताना	0.160099
माने	मानली	0.159377
आए	आले	0.158973
मँगाए	मागविण्यात	0.15851
मुकाम	नव्हे	0.15804
मिला	मिसळते	0.157309
बनी	आहे	0.156916
रहने	आहे	0.156687
आ	विखुरलेल्या	0.156686
समाता	सामावतो	0.156655
रह-रहकर	राहून-राहून	0.155774
पहुँच	पोहोचली	0.155659
दिखाई	दिसतील	0.155038
कैरी	घेऊन	0.154545
होंगे	दिसतील	0.154019
चलाये	चालवले	0.153569
दर्शन	केले	0.153436
जाने	बनवलेले	0.152842
गया	गेलो	0.152678
फैलाते	पसरवणारी	0.152659
दिखा	दिसले	0.152218
तलाशने	घालवण्याचे	0.150919
तैरता	तरंगणारे	0.150575
बच	वाचले	0.150496
किया	बांधलेल्या	0.150405
होता	येत	0.150164
रह	राहिली	0.150119
बचाना	वाचवले	0.149986
होने	झाला	0.149905
दबाकर	दाबून	0.149485
हँसते	हसतात	0.14907
फैला	असलेला	0.148871
लुभाएगा	आवडेल	0.147143
गए	गेलो.	0.147085
हुई	आहे	0.146601
फैला	ओळखले	0.146035
जाने	जाण्याबरोबरच	0.145582
जाने	धरणार्‍या	0.145276
डाले	पेरलेले	0.145118
गिरने	पडत	0.144234
होकर	घेऊन	0.144159
हुआ	पाहता	0.142884
आया	सुरू	0.142813
किया	दिला	0.142673
सौंप	सोपविला	0.142436
है	केला	0.142029
बनाए	बसण्यासाठी	0.141637
चलाए	चालवले	0.141491
आए	आले.	0.141094
है	भरलेल्या	0.140652
जाते	करण्यासाठी	0.140375
हैं	ठेव	0.140233
लगा	लावू	0.140109
रखा	आहे	0.140097
हैं	दिली	0.140074
लेने	करणारे	0.139482
खींचने	खेचण्यासाठी	0.139379
है	गाणारी	0.138989
होता	येऊ	0.138702
फेंककर	आहे	0.137996
घातक	असतात	0.137768
खेलने	खेळण्याची	0.137663
पहुँचाया	पोहचविले.	0.137339
स्थित	असणारी	0.137339
सकते	आहे	0.137329
ढका	दिसत	0.137239
आते	दिसून	0.136771
निकलने	पडल्यानंतर	0.136628
दिखाए	दाखविली	0.136489
बनाई	आहे	0.136376
होने	झाल्यावर	0.136342
धँस	धसले	0.136254
छोड़कर	जाता	0.136005
हुए	शोभत	0.135394
चढ़ने	चढविल्याने	0.134906
काटती	छेदून	0.13481
आरोहण	करत	0.133297
हो	असते.	0.133238
फैली	वसलेल्या	0.133018
कराया	करवले	0.132966
बह	भरलेला	0.132961
होने	झाल्याने	0.132659
है	उघडते	0.132431
करना	करावयाचा	0.132356
चलता	चालतो	0.132337
दी	दिल्या	0.13153
विभाजित	विभागलेले	0.13034
बनाये	ठसवली	0.130102
चलने	चालण्यासाठी	0.128807
मिलता-जुलता	पहायला	0.128805
चल-चलकर	चालून	0.128615
है	दिले	0.128608
थी	होता.	0.128605
हों	असतील	0.128591
देखना	आहेत	0.127972
पहुँचाकर	पोहचवून	0.127844
जाने	वरून	0.127764
पहचान	आहे	0.127748
आश्‍चर्य	करते.	0.127606
है	बहरलेला	0.127491
आते	आलेले	0.127315
कहते	जाते	0.127059
है	उघडणार्‍या	0.126483
विभक्‍त	आहे	0.126242
किए	केल्याने	0.126236
दिखी	दिसली	0.126114
दी	दिला	0.125161
कहा	दिला	0.124819
निकलते	निघतात	0.124589
कराती	खेळण्याची	0.124323
बैठे	बसून	0.124074
उकेर	कोरला	0.123831
लिखी	लिहिलेल्या	0.123201
देखती	होऊन	0.122804
जानने	समजण्यासाठी	0.122718
बहती	वाहणार्‍या	0.122665
दर्शाता	दर्शविते	0.122643
है	भरलेला	0.122465
खुलती	आली	0.122281
उकेरी	कोरलेल्या	0.122266
करने	जगणारे	0.121568
कर	घेऊ	0.121406
लेकर	सापडतील	0.120849
निकले	आहे	0.12072
है	येतात	0.120495
ठहराना	राहू	0.120168
आने	आल्यावरही 	0.120045
रह	राहिले	0.118767
चलकर	गेल्यावर	0.118423
आया	आले	0.118089
गई	केली	0.117992
आश्रयस्थली	आहे	0.117783
झुका	झुकलेला	0.11747
देखा	आढळले	0.117288
हो	पडायला	0.117255
घेरे	वेढलेले	0.116752
खोलकर	करु	0.116499
देखने	पडतात	0.116062
एक्सपीरियंस	असेल.	0.115641
है	काढून	0.115615
आते	नाही	0.115581
प्रस्तुत	करते	0.115299
कहने	घेण्याचा	0.114926
आयोजित	म्हणण्यानुसार	0.114721
हासिल	आहे	0.114592
की	आहेत	0.114578
जानने	आहे	0.114401
ढके	आढळतील	0.114346
बन	नाही	0.113884
खरीदारी	करण्यासाठी	0.113472
प्रचलित	आहेत	0.113071
रहीं	आहे	0.112978
अवतरित	झाली	0.112801
होने	होण्याआधी	0.112797
देखते	पाहताक्षणीच	0.112686
कीजिए	द्या	0.112438
अवतीर्ण	पावली	0.112301
कही	आहेत	0.112049
है	असतो	0.111445
गिरती	पडताना	0.111209
करना	घडवून	0.111112
है	होतात	0.11071
सुशोभित	आहे	0.110693
कूच	पोहोचण्याआधीच	0.109993
नींव	केली	0.109736
है	बहरलेले	0.10972
मच	दुमदुमून	0.10945
किया	दिली	0.109164
पार	भरलेल्या	0.109142
होते	जातात	0.108898
मिलती-जुलती	आहे	0.107901
है	असेल	0.107573
लिपटी	करण्याची	0.107534
हो	होण्याच्या	0.107501
दरकना	उलणें	0.107089
है	देणे/V_VM	0.106786
जाए	आहेत	0.106761
होती	जाण्यापूर्वी	0.106577
टिकाकर	टिकवून	0.106185
जाएँ	खाण्यांचा	0.106164
कहना	आहे	0.10616
गिरना	पडणें	0.106129
बनावट	आहे	0.106043
चढ़ता	वाढते	0.106034
निर्माण	आहेत	0.10585
देखने	पाहण्याजोगी	0.10499
भोगा	भोगले	0.104901
उठते	येतात	0.104519
घोषित	आहे.	0.104479
पसंद	आहे	0.104463
खर्च	करून	0.103997
होती	पडणारे	0.103519
हैं	येतील	0.10349
कराकर	करून	0.102976
देखने	करण्याचा	0.102967
फटने	आहे	0.102808
लगता	आहे	0.102744
जाना	जावे	0.102393
टकरा	होत	0.102023
ध्यान	दिले	0.101926
जाती	वाढतो	0.101918
बसे	बसले्ल्या	0.101687
देना	आढळणार्‍या	0.10143
आये	आले	0.101336
छेड़ेंगे	काढत	0.101172
आए	आवडले	0.101124
आया	जाता	0.101
बहता	वाहत	0.100201
देखने	पाहण्यायोग्य	0.100182
आते	करण्यासाठी	0.100136
ढूँढते	शोधत	0.0995503
आई	आली	0.0994231
किया	जाणून	0.0992222
देखे	ऐकली	0.0991354
पड़ा	पडलेले	0.0984666
कटता	आहे	0.0981729
प्रस्थान	करते	0.0980153
किया	बनून	0.0975582
है	उडविणारा	0.0972373
घट	होतो	0.0972349
है	दिसणे	0.097183
दान	दिले	0.0969929
बाँटती	विभागते	0.0968557
खोल	उघडल्या	0.0968124
समर्पित	आहे	0.0966981
होने	होण्यासाठी	0.0966482
कह	म्हणा	0.0965554
हैं	ठेवल्या	0.0963813
घिरे	वेढलेल्या	0.0963361
निकली	निघालेल्या	0.0961373
घिरी	घेरलेले	0.0958124
आया	आले.	0.0954004
मिलने	मिळाल्यावर	0.0951772
माना	म्हटले	0.0949532
किए	करण्यात	0.0949456
लिपटी	वेढलेला	0.0947709
बनाने	बनवण्यामध्ये	0.0945172
है	असावे	0.0945131
कूदकर	आहे	0.0944119
इकट्‍ठा	जमतात	0.0935568
कम	घेण्याने	0.093481
देने	देण्याच्या	0.0934643
नहाने	पोहण्याची	0.0931792
आयी	आली	0.0929705
स्थित	जाणण्याचा	0.0928295
ठहरने	नाही	0.0927958
कर	पूजिलेला	0.0927648
पाए	आढळतात	0.0922459
विक्रय	आहे	0.0921025
है	बसलेला	0.0916703
आने	लागणार्‍या	0.0916435
ढूँढते	शोधताना	0.0915614
अदा	आहे	0.091528
चाहते	नसतांना	0.0913429
प्रस्तुत	करत	0.0913266
कर	ओढल्या	0.0911993
हुआ	झालेले	0.0910383
आयोजित	करतात	0.0909471
पहुँचकर	पोहचून	0.0908913
चढ़ाई	``चढण्यामध्ये	0.0908842
फैला	मिळते	0.0907596
है	केवलदेव	0.0905876
किया	बांधलेला	0.0903998
खोकर	आहे	0.0900779
है	पोहण्याच्या	0.0899607
होने	होतो	0.0896364
गए	घेऊन	0.0894602
करें	केले	0.0892855
होने	होणार्‍या	0.0891798
छोड़कर	आहे	0.0889932
गई	कोरलेल्या	0.0889826
निभाई	भांडणार्‍या	0.0885061
प्रमुख	आहेत	0.0874667
आए	होते	0.0873604
आती	घेऊन	0.0873228
असर	पडत	0.0872511
आ	ओढलेल्या	0.0872298
सटाकर	केले	0.0869438
पाने	आहे	0.086812
स्थित	ठेवलेले	0.0866507
उठाना	नाही	0.0865678
चल	आहे	0.0860307
जाने	करण्याच्या	0.0859759
बनने	झाल्यावर	0.0858112
स्थित	असणारा	0.0855346
आया	आला	0.0852478
आना	येणे	0.085154
हैं	उभारलेल्या	0.0850433
देखता	होऊन	0.0848989
हुए	केलेल्या	0.0846818
उतर	उतरली	0.084337
छोड़	आहे	0.0837544
प्रस्तुत	करतील	0.0833645
देते	वागतात	0.0832855
ढका	आहे	0.0832582
छोड़ता	सोडत	0.082698
होने	मागासलेला	0.082379
गए	गेलो	0.0822573
ले	काबीज	0.0819699
बैठ	जाणार्‍या	0.0816536
निबटाकर	आवरल्यावर	0.081568
गई	गेली	0.0814383
खींच	करुन	0.081438
छोड़ते	सोडत	0.081369
पहुँचेंगे	पोहचाल	0.0811013
पैक	भरताना	0.0808662
है	भरलेली	0.0808255
पड़ी	पडल्या	0.0803602
है	सजलेले	0.0802991
करें	ठरवावा	0.0801676
कहा	दिली	0.0800625
शौकीन	असेल	0.0798849
पहुँच	येऊ	0.0798043
पैदा	होणार्‍या	0.0791348
समर्पित	आहे.	0.0791217
ध्वस्त	बनलेले	0.0787607
होते	पिकतात	0.0783121
घिरा	वेढलेला	0.0782729
है	भरलेले	0.0781973
दिखाई	असते	0.0780721
होती	वाजता	0.0780419
करने	उघडणारी	0.0777128
इंतजाम	आहे	0.0766441
ओढ़े	ओढलेले	0.0763006
है	सजलेला	0.076234
छूती	करतात	0.0760073
जाना	क्रॅंपिंग	0.0759815
पिलाया	तहानलेल्या	0.0758908
होने	होणारी	0.0756612
पीकर	घेऊन	0.0755459
होने	असल्यामुळेही	0.0755005
आयोजित	जोडण्यासाठी	0.0753587
जाने	नाही	0.075046
लग	कळले	0.0748745
कहने	घेण्याची	0.0746649
बनता	नव्हे	0.0745886
कर	फिरु	0.0740986
खींचते	खेचतात	0.0739293
छू	आहेत	0.0738944
घिरे	वेढलेले	0.0736588
जमने	वाहणार्‍या	0.073229
आते	पाहण्यासाठी	0.0731338
तुड़ी	आहे	0.0730752
लेटे	पहुडलेली	0.0730414
हिलाने	हलवल्यावर	0.0730086
पहुँचने	जाण्याआधी	0.0723224
मिलती	मिळतात	0.0723083
चढ़ाई	चढवल्या	0.0721615
तबाही	आल्यावर	0.072035
काटते	टाकून	0.0719801
देने	देणाऱ्या	0.0719163
कहलाती	होऊन	0.0718768
देखे	आढळले	0.0712779
होते	नटवलेले	0.0711106
जोखिम	आहे	0.0708108
उठाए	उचलली	0.0707157
होकर	असणार्‍या	0.0701663
गिरते	पडताना	0.0700831
था	थांबणे	0.0700271
गिर	पडू	0.0699609
खोदने	आढळले	0.0695711
निकली	आहे	0.0689853
प्रयास	करुन	0.0687692
पड़े	पडलेल्या	0.0686995
किया	बांधलेले	0.0684768
लौटने	आल्यावर	0.0683614
है	नसून	0.0683217
पसंद	जाणे	0.0682507
जा	करता	0.0682157
लेने	आहे	0.0679837
स्थित	येते	0.0678552
हुई-सी	लपलेला	0.0678013
उतरने	उतरल्यानंतर	0.067414
गुजारने	घालवण्यासाठी	0.0673485
होते	घडते	0.0672863
खींच	आहे	0.0668596
पाए	आढळतात.	0.0667509
बने	डुंबताना	0.066095
छोड़ते	सोडताच	0.0658679
देखने	घेत	0.0658462
है	आढळतात	0.0658266
है	नटलेले	0.0657637
है	दिली	0.0656466
देखने	वाटते	0.0655618
बनी	बाळगून	0.0651161
कर	लागलेली	0.0651156
ओढ़	घेऊन	0.0650302
जा	असो	0.065016
पता	बोलता	0.0649961
किए	बनवण्यात	0.0649394
की	झालेला	0.0649094
हो	देण्यात	0.0647726
है	पाहाण्यासाठी	0.064613
है	जाण्यासाठी	0.064613
है	घेण्यासाठी	0.064613
है	देण्यासाठी	0.064613
गूँज	गूंजतो	0.0645632
संकलित	आहे	0.0645385
हैं	भूतानच्या	0.0642558
पियो	आहे	0.0642362
तैयार	होऊन	0.064119
कर	येतो	0.063975
रख	ठेवण्या	0.0639365
है	पोहणे	0.0639202
देंगे	हसणारे	0.0639165
खिलते	फुलतात	0.0637518
लिए	पसरलेले	0.063747
चलना	आहे	0.0635756
करते	उडणारे	0.0633808
देता	होते	0.0633646
उपलब्ध	बनलेल्या	0.0630914
करने	करण्याव्यतिरिक्त	0.0629773
हैं	नाहीत	0.0629618
जीत	जिंकत	0.0628908
बन	होतो	0.0627997
रहते	आहे	0.0626162
जाना	बनतात	0.0623638
बन	झालेले	0.0620926
करते	पाळतात	0.0620765
भूल	लावायला	0.0617768
लगने	झाल्यामुळे	0.0613153
हैं	आहात	0.0610679
गुजरते	घालविता	0.0610117
धँस	खचली	0.0609574
गये	आलो	0.0609481
चल	राहण्यासाठी	0.0609148
होगा	होईल	0.0609143
उपलब्ध	होऊ	0.0608985
उठा	अहेत	0.0608052
चढ़ाई	करण्याची	0.0607464
गयी	कोरल्या	0.0606293
जाती	असते	0.0605804
है	फेकता	0.0605372
लेकर	ओलांडून	0.0605051
गिर	पडत	0.0605041
किया	झालेल्या	0.0604035
है	मिळती-जुळती	0.0603164
सोचें	राहण्याची	0.0601646
परिपूर्ण	आहे	0.0600696
ढाल	आहे	0.0600031
फिशिंग	आहे.	0.0599198
उठा	घेऊ	0.0598324
मिलती	मिळतात.	0.0598135
गए	गेला	0.059604
दर्शाती	दर्शविणारे	0.0595107
देने	दाखवणार्‍या	0.0585728
असफल	ठरली	0.0585529
गयी	कोरलेल्या	0.0585207
उपजने	उगवणीर्‍या	0.058419
है	येण्याच्या	0.058245
केन्द्र	आहे	0.058132
केंद्र	आहे	0.058132
की	गेला	0.0580402
किया	मानले	0.057842
की	होतो	0.0577784
करवाया	सुरू	0.0576428
जगा	देणारा,	0.0574984
माने	मानला	0.0574705
दिखाई	वाकून	0.0574625
आए	करण्यासाठी	0.0573287
करना	पडलेल्या	0.0571643
लुभाती	करते	0.0570922
तैर	पोहू	0.0569816
घूमिए	फिर	0.0568786
जा	चाललो	0.0568375
होगी	होईल	0.0566183
निपटाकर	संपवून	0.0565427
आया	केली	0.0564198
रहती	आहे	0.0564012
क्रीड़ा	करते	0.0563514
हैं	पाहून	0.0563008
महत्व	आहे	0.0562005
खाने	आहे	0.0561684
जड़ा	चमकणार्‍या	0.0561249
अपनाने	स्वीकारु	0.0559756
होने	पाहणेही	0.0559251
लगता	आहेत	0.055886
होकर	पोहचता	0.0558159
किया	काढणे	0.0557875
आधारित	आहे	0.0556161
मिल	मिळतील	0.0556098
आया	आलेला	0.0555485
है	झालेल्या	0.0553474
होने	कोसळणे	0.0552844
सौंप	सोपवले	0.0552384
व्यस्त	देणार	0.0552079
हैं	झाले	0.055193
जाती	फिरण्यासाठी	0.0551624
ढकी	आहे	0.0550907
बनी	झालेली	0.0550882
बैठा	बसून	0.0550509
होती	पाहण्यायोग्य	0.0549639
करते	आढळतात	0.0549383
चलेंगे	निघाले	0.0549364
रहने	येत	0.0547519
बनाया	नेमले	0.0547488
जाएँ	जाल	0.0546746
करते	राहतात	0.0546462
फट	पडल्या	0.0546378
बहते	वाहती	0.0545302
सीखने	आहेत	0.0543802
आता	येतात	0.0541568
आगे	जाणारे	0.0540072
रखना	ठेवायचे	0.0539928
बिकता	विकत	0.0539837
है	बघताच	0.0539215
पड़ा	पडला	0.0539154
दर्शाते	दर्शवितात	0.053695
हराया	हरविले	0.053573
है	असण्याबरोबरच	0.05332
थी	होता	0.05323
होकर	जावे	0.0527169
परवाह	करत	0.0527036
उल्लेख	आहे	0.0526313
होता	जातो	0.0524689
दिखाई	होता	0.0522596
देती	गुंजणार्‍या	0.0520741
होने	होतात	0.0520261
आयोजित	करते.	0.0518897
चलने	वितळल्यामुळे	0.0518832
रखता	करते	0.051841
जुड़कर	जोडून	0.0517267
है	घातली	0.0517097
नहाते	आहे	0.0514707
अस्थिर	असतात	0.0512202
बना	राहिले	0.0511636
उतरा	उतरला	0.0511401
भ्रमण	येण्याची	0.0511294
उतार	काढले	0.05094
ढाला	घडविला	0.0508611
रहते	होता	0.0508365
थके	थकलेले	0.0508094
आधारित	असते	0.0506888
होने	होता	0.050582
स्थित	बनवते	0.0505173
प्रिफर	द्या.	0.0504421
उठाने	घेण्याबरोबरच	0.0504306
उठाने	अनुभवण्याबरोबरच	0.0504306
खुला	आहेत	0.0504041
कट	गेली	0.0503474
कम	झाल्याने	0.050334
है	उघडा	0.0503166
आकर्षित	होतात	0.0503013
हैं	येतसे	0.0500085
सोता	टेकून	0.0499754
पहुँचे	पोहोचावे	0.0497448
है	जाण्याची	0.0497077
कह	म्हणु	0.0496381
बुनने	विणण्याचे	0.0494148
खुला	आहे	0.0493627
हैं	पाहण्यासारखे	0.0491952
मिलने	आहे	0.0491349
गए	आलेल्या	0.0491239
रही	ह्यांच्यादेखील	0.0491085
है	येण्याची	0.049021
है	आवडणार्‍या	0.0490006
देना	दिले	0.0489632
हो	करण्यासाठी	0.0489631
इजहार	देऊ	0.0489517
लौट	येतो	0.0489164
है	असो	0.0488953
पहुँचते	पोहचल्यावर	0.048895
खुलता	लागून	0.0487855
बनाए	टिकवण्याच्या	0.0487198
देने	देणार्‍यांना	0.0486225
घिरा	घेरलेली	0.0485105
नवाने	पडल्यावर	0.0484804
उड़ेलता	करणारा	0.0484736
पहुँचने	पोहचल्या	0.0484708
देखना	करण्याचा	0.0484297
बजाएँ	वाजवू	0.0484209
थे	थकलेले	0.0483812
प्रदान	नेमलेले	0.0483276
होंगे	होते	0.0483139
पाया	आढळतात	0.0482664
हैं	झाला	0.0481489
है	जाण्याचा	0.0481438
हुई	भासली	0.0480746
खरीदारी	केली	0.0479792
उठकर	उठून	0.0479772
पिएँ	नका	0.0477922
होकर	पोहोचता	0.0477448
पड़्ती	ऐकू	0.0477204
होना	होऊ	0.0477199
हो	आलेले	0.0476948
स्थित	असणार्‍या	0.0476176
घिरी	वेढलेले	0.0476142
खानें	आहेत	0.0475217
पकड़ने	पकडण्याचे	0.0474133
विदा	जाताच	0.0473811
है	प्रतिष्‍ठापित	0.0473445
कह	सांगत	0.0473415
बोलने	आणले	0.0469908
बनाए	निर्मिलेल्या	0.0469552
छिटके	विखुरलेले	0.0467163
बनती	करण्यासाठीही	0.0466622
आये	असणारे	0.0466586
होंगे	होतील	0.0466467
है	वाटले	0.0465184
थे	परततच	0.0463438
है	आला	0.0462306
पकड़ने	पकडण्याच्या	0.0462202
मर	गुदमरल्याने	0.0462166
लेना	लपेटलेल्या	0.0461746
होता	जात	0.0461716
बोलने	आहे	0.045924
है	येणारा	0.0459118
जा	चालला	0.0458764
हैं	झाली	0.0458737
निर्मित	आहे.	0.0457405
सुनकर	ऐकून	0.045728
फिसलन	निसरडे	0.0456885
थैले	आहेत	0.04557
पहुँच	वाजता	0.0455579
जाता	होतो	0.0455456
करने	फिरायची	0.0454449
जाना	जाणला	0.0454151
होती	घेऊन	0.0453283
मिलते	मिळतात	0.0452595
बैठ	बसून	0.0451266
आता	नाही	0.0450728
छोड़ते	सोडताच	0.0450345
बन	चमचमणारी	0.0449769
होने	होते	0.0448159
खुल	आहेत	0.0447058
होते	असूनही	0.0444102
वर्णन	आहे	0.0443413
होकर	वाहते	0.0442872
है	आवडत	0.0442822
होकर	गेल्यानंतर	0.0442438
लेना	वळण्यास	0.0442163
काटे	तोडले	0.0441578
उकेरा	कोरलेला	0.0441382
लगाने	वाढवणारे	0.0441362
सतर्क	आहेत	0.0441119
है	जाणे	0.0437534
है	होणारा	0.0437303
हुआ	पाहून	0.0436958
चलते	बांधलेल्या	0.0436947
मिलाकर	आले	0.043642
समझी	समजला	0.0435913
किया	करण्याची	0.0435837
हुआ	म्हणण्यानुसार	0.0434397
होते	पोहचता	0.0430561
पहुँचते	घेऊन	0.0430091
उतरने	निवडू	0.0429863
पार	करून	0.0429517
सँभालकर	केले	0.0429183
होती	पाहण्यासारखी	0.0428523
पाए	आढळले	0.0427861
मुलाकात	देण्यासाठी	0.0426996
घेरा	वेढलेले	0.042588
है	बनलेला	0.0425754
हो	फिराण्यासाठी	0.0425637
अनुमति	जाण्यासाठी	0.0424762
थी	होती.	0.0424482
डर	होण्याची	0.0424255
तैनात	आहे	0.0423166
होगी	असल्यामुळे	0.0423036
प्रस्तुत	करतात	0.0422995
फैली	वसलेले	0.0421948
कम	असतो	0.0420679
कहूँ	सांगायचे	0.0420606
कर	होत	0.0420517
कर	लावलेल्या	0.0420252
मुस्कुराते	आहेत.	0.0419569
प्रदर्शित	आहे	0.0419207
देखी	ओळखल्या	0.0419186
बहने	वाहणारे	0.0418839
जाने	गाणार्‍या	0.0418747
रचना	आहे	0.0418565
है	बनलेले	0.0417877
गई	घेतल्या	0.0415818
दिया	येणार्‍यांना	0.0415675
उगी	उगवलेले	0.0413096
रुकती	थांबतात	0.0409124
पहुँचने	पोहोचण्याची	0.0409035
निर्मित	आहे	0.0407982
कर	केला	0.0406408
देने	वाचविण्यासाठी	0.0406189
देने	वाढविण्यासाठी	0.0406189
ओढ़ाई	ओढलेली	0.0405829
बने	झालेल्या	0.0404995
पड़ा	आहे	0.0403974
जमा	आहे	0.0403757
प्रदान	केले	0.0402968
प्रदान	के्ले	0.0402968
कर	केला.	0.0402496
तय	करता	0.0402294
कर	पाहू	0.0401734
होकर	वाहते.	0.0401279
है	खचलेले	0.0400137
मानी	समजल्या	0.0399196
दिख	दिसतात	0.0399162
पाया	आढळले	0.0398406
कहते	आहे	0.0397872
हैं	पाहण्यासरखे	0.039776
सजी	सजलेले	0.0397616
हो	घेतात	0.0396371
होने	होण्यामुळे	0.0395831
है	देणं	0.0395758
उबल-उबलकर	उकळून-उकळून	0.0395647
बनाए	राहण्यासाठी	0.0395641
चढ़ती	जातो	0.0395583
ढकी	ओढलेले	0.039552
गई	केल्या	0.0395417
शुभारम्भ	झाला	0.0395381
फैला	असलेली	0.0395218
कहा	नसल्यासारखाच	0.0394946
की	देता	0.0394912
है	घेऊन	0.0394587
देखा	येताना	0.0394325
गया	भरलेले	0.0394171
चाहिए	करतानाच	0.0393612
सैर	करण्यासाठी	0.0392084
देने	कुडकुडायला	0.0391811
पिघलती	विरघळणार्‍या	0.0391421
चमचमाती	चकाकत	0.0390377
पाया	नाही	0.039035
बिता	आहेत	0.0390307
जाना	चालून	0.0389851
है	नव्हे	0.038934
करते	चढताना	0.0389246
आती	दिसून	0.0389193
घिरी	वेढलेली	0.0387821
टिके	टिकलेल्या	0.0386898
फँसे	फसलेले	0.0385805
होने	येणार्‍या	0.0385509
चलाई	चालवली	0.0385341
जन्में	जन्मले	0.0383421
निर्मित	बांधलेल्या	0.0383392
ठहरने	असणारे	0.0383283
चलना	चालावे	0.0383195
जा	केली	0.0382857
आमंत्रित	करण्यासाठी	0.0382134
बन	होती	0.038106
विभोर	होते	0.0380538
आएँ	आलात	0.0379357
सुस्ता	घेतली	0.0379004
उठा	उठवून	0.0378927
डालता	आहे	0.0378029
समाया	सामावलेले	0.0377776
करनी	झाली	0.0377304
बाहर	येते	0.0376972
विश्‍व-विख्यात	आहेत	0.037678
गए	थकलो	0.0375809
दिखाई	दिसले	0.0375752
जा	येणारे	0.0375589
कराकर	करुन	0.0375194
पहुँचाया	पोहचवले	0.0375132
फैला	आहे	0.0375125
बनाती	होतो	0.0374371
ढोए	वाहता	0.0373504
हो	येत	0.0373325
करने	करणार्‍यांच्या	0.037303
देती	वाजता	0.037276
हों	असाल	0.0372574
पाए	आढळाणारे	0.0372459
किया	देण्यात	0.0371108
करते	जळत	0.0371042
प्रयास	समजून	0.036877
आयोजित	करते	0.0368174
यात्रा	होऊन	0.0367355
रहता	आहे	0.0367133
किया	वाटणाऱ्या	0.0366879
लेने	घ्यायला	0.0366566
उतरेंगे	उतराल	0.0365581
प्रयास	पडल्यावर	0.0363523
गिरना	पडणे	0.0363127
कर	गाठतो	0.0362919
होगी	फिरण्यात	0.0362886
पाए	आढळणारे	0.036286
फांगपुई	आहे	0.0362283
जाने	थकल्यावर	0.0361895
है	झुकलेली	0.0361646
टूटा	तुटल्यामुळे	0.0360755
संपर्क	साधतात	0.0360578
है	लिहिण्याचीही	0.0360467
हो	आला	0.0360373
खोलने	असे	0.0360021
बनायी	बसण्यासाठी	0.0359456
आयोजित	केल्या	0.0358583
खर्च	केल्यावर	0.0357793
जुटे	करीत	0.0357501
होने	असण्याबरोबरच	0.0356765
आयोजन	केले	0.0356751
जोड़ता	जोडतो.	0.035654
यात्रा	असतात	0.0356397
जीवंत	राहतो	0.035595
जिक्र	केला	0.0355114
रखी	आहे	0.0355062
चलाया	चालवले	0.0354217
लेने	उचंबळून	0.0353682
उकेरे	आहे	0.0353658
पहन	घेतात	0.0353404
आया	पोहोचता	0.0352831
पहुँचा	पोहचलो	0.0352745
हैं	शोधलेल्या	0.0352743
गूँजती	ऐकू	0.0352685
पहुँच	पोहचून	0.0352498
लाएँ	आणा	0.0352477
फँसे	फसलेल्या	0.0351833
आने	यायला	0.0350568
बनी	झालेल्या	0.0350318
लाते	आणताना	0.0350182
घूमने	येण्या	0.0348356
उग	उगतात	0.0347957
समन्वय	आहे	0.0347756
है	वसवलेल्या	0.0347028
है	जाण्याचे	0.0347022
आते	बांधले	0.0346767
उठता	उठणारे	0.0346224
देने	दिल्याने	0.0345796
पिघलने	वितळण्याची	0.0345685
कर	पाहिलेल्या	0.0345651
समाया	सामावलेला	0.0345437
चलायी	चालवल्या	0.0345393
टहलते	फिरणे	0.0344566
हैं	खाण्याची	0.0344244
पकड़	पकडले	0.0344076
खिंचती	आहे	0.0343159
हो	येतात	0.0342776
जाते	खाण्याचे	0.0342294
आयोजित	केली	0.0342176
निहारते	बसलेले	0.0341985
आती	योजलेली	0.0341509
है	आढळणार्‍या	0.0341416
पकड़ने	पकडण्याचा	0.0341226
होकर	गेलात	0.0339813
दर्शन	होईल	0.0338927
निर्मित	निर्मिलेले	0.0338583
दी	सांगीतले	0.0338496
साबित	ठरु	0.0337951
हुआ	मानले	0.033788
है	बनवणे	0.0337591
प्रसिद्धि	होत	0.0337552
करने	करण्याअगोदर	0.0337516
देखा	जोडलेला	0.0337513
आ	वैतागलेल्या	0.033699
हुई	राहणार्‍या	0.033546
बनाई	बसण्यासाठी	0.0335402
करें	केलात	0.0335185
दिखाएँगे	दाखवतील	0.0333808
पटा	वेढलेले	0.0333668
पाये	आढळतात	0.0333544
फिसलते	असलेल्या	0.0333214
विकसित	होत	0.0332732
नष्‍ट	झाले	0.033223
मोहने	मोहण्यासाठी	0.0332031
घिरा	घेरलेले	0.0331436
शौकीन	घालवु	0.0331196
बहते	वाहते	0.0330686
आया-जाया	करता	0.0330477
बनाई	उरलेल्या	0.0330449
आई	आलेला	0.0330368
रखने	ठेवण्यासाठी	0.0330285
करती	देत	0.03302
ली	घेतलेले	0.0329301
करती	अवलंबून	0.0329154
बहते	आहेत	0.0329122
करते	आणून	0.0328808
ऑफर	करत	0.032873
