HINDI 	MARATHI 	SCORE
इंजिनियरिंग	स्थापत्यशास्त्राची	0.656936
फ्लॉवर	फुलांचा	0.656629
गुफा	गुफेत	0.656403
घाट	घाटासमोर	0.656394
स्थान	योजना	0.656164
मणिकर्ण	मार्गावर	0.655621
आकाश	आकाशाचा	0.653269
दुनियाभर	गोंधळ	0.653043
देवता	गावात	0.651262
संस्कृति	शांतिनिकेतन	0.650437
गेट	बसेस	0.649621
जगह	जागेमुळे	0.649482
पुनर्निमाण	1537नंतर	0.648506
सौभाग्य	सद्भाग्याने	0.648453
हाथी	पाहुण्यांची	0.645889
जीवन	जीवनाच्या	0.64584
शार्क	खतरनाक	0.645771
चौराहे	चौकाला	0.643723
गढ़	गडच्या	0.640692
युद्ध	कौरव	0.640644
मजदूरों	मजुरांची	0.640633
ओर	हिमनद्यादेखील	0.639554
हाँ	कारण	0.638234
प्रवेशद्वार	इतिहासकार	0.636576
चक्का	खाचेच्या	0.636363
राजभवन	राजभवनात	0.635772
पैलेस	पॅलॆस	0.634501
बाद	आवाक्याबाहेरचा	0.633831
नदी	नदीतून	0.6315
प्रारंभ	सुरुवातीला	0.630771
भौतिकी	भौतिकशास्त्र	0.629609
विधानसभा	विधानसभाने	0.629527
शेख	१८१२	0.628929
वध	दैत्याच्या	0.628715
शिक्षा	प्रगती	0.628443
रूप	रूपात	0.628062
निकटवर्ती	नगर	0.627208
स्थल	सहस्त्रधारा	0.626576
रात	रात्रीचे	0.62656
जर्मनों	दोन्हीं	0.626235
पहाड़ी	पहाडी	0.625989
पहाड़ी	``पहाडी	0.625989
पक्षीगृह	प्राणी	0.625956
देवीमंदिर	देवीमंदिरामध्ये	0.625541
हिम्मत	हिंमत	0.624736
कोष	धातूंपासून	0.624276
लोग	लोकांना	0.624194
निसंदेह	निःसंशयपणे	0.623883
शहर	प्राणि	0.622909
हिन्दुओं	हिंदूंसाठी	0.619688
सैर-सपाटे	स्थानिक	0.619202
किले	किल्ल्यावरून	0.619127
संक्रांत	संक्रांतीच्या	0.616883
वर्ष	वर्षभर	0.616636
हवन	यज्ञकुंड	0.615649
वृक्षों	देवदारच्या	0.614088
सा	वाहन	0.612923
ड्राइव	ड्राइव्ह्	0.612216
ईंटों	जंतर	0.611915
गाँव	गावामध्येही	0.611308
लिफ्ट	लिफ्टने	0.610866
नदी	अंतरावर	0.608751
राजा	राजाला	0.607113
तरह	चांदीसारखे	0.606455
मार्गों	मार्गांना	0.606118
दुनियाभर	:-	0.60547
लोगबाग	लोक	0.60541
नदियों	मंदिरात	0.604801
उद्यान	उद्यानाची	0.603939
स्तंभों	स्तंभांच्या	0.602951
बावड़ी	बावडीच्या	0.602333
खेती	शेती	0.600461
डाकुओं	डाकूंना	0.596734
किले	किल्ल्यांना	0.596481
बंदरगाह	बंदर	0.595572
कि.मी.	.	0.595441
विरासत	पर्यटकांना	0.595231
मेला	मेळ्यातील	0.594453
किलोमीटर	कोल्हा	0.594339
किसान	शेतकरी	0.593923
क्षेत्र	वन्य	0.593856
.	www.	0.593762
आर्किड्‍स	आर्किड्‍सचे	0.592778
स्की	कि	0.592689
केबल-कार	केबल	0.592151
बैण्ड	बँड	0.592115
बीच	बीचमधील	0.591912
उदाहरण	उदाहरणार्थ	0.591908
हेंगग्लाइडिंग	हेंगग्लायडिं	0.591832
फुट	फूटाच्या	0.590714
रेलमार्ग	रेल्वेमार्गावर	0.590435
पटना	किमी	0.590038
कक्ष	मंदिराचे	0.589634
स्थान	याच	0.587833
ऊँचे	ईस्ट	0.585722
खाने	शौकीन	0.583603
विदेशियों	वातावरण	0.582277
शिवलिंग	दर्शन	0.581739
प्राण-प्रतिष्ठा	प्राण	0.581046
स्थान-स्थान	ठिकठिकाणांवर	0.580423
अस्तित्त्व	गावाचे	0.580287
शौकीनों	शौकीनांना	0.579727
हाथियों	हत्तींचे	0.576687
पिरामिड	पिरॅमिड	0.576378
भारतीयों	कार्यरत	0.575683
धर्म	धर्माशी	0.57384
ई.	१६५६	0.573544
ई.	१९६०	0.573544
ई.	१८६१	0.573544
ई.	१९९०	0.573544
ई.	२२१	0.573544
नगर	नगराचे	0.572067
स्थान	स्थानदेखील	0.571815
बाग	बागेला	0.571742
सायं	सायंकाळी	0.571737
नाविकों	नाविकांनी	0.570442
सेविकाएँ	सेविका	0.570357
जगहों	ठिकाणांमध्ये	0.569637
तटों	समुद्रकिनार्‍यांवर	0.569583
तटों	किनार्‍यांवर	0.569583
प्रवेश	पर्यटन	0.568645
मिट्‍टी	मातीचा	0.568524
कॉटेजों	सी-फेसिंग	0.567946
निर्माण	निर्मिती	0.567032
योजना	योजनेला	0.56526
समय	कोणे	0.565143
पहाड़ों	पर्वतांना	0.564732
सौभाग्य	नशीबाने	0.564218
हाथियों	हत्तींची	0.563512
एंजॉय	आनंद	0.562941
नेशनल	उद्यान	0.56108
स्थानों	ठिकाणांना	0.560325
किले	किल्ल्याच्या	0.560004
स्थापना	सीजन्स	0.558962
स्थानों	महत्त्वाच्या	0.557913
संयोग	संयोगाने	0.557129
अराधना	ऋषींनी	0.557045
इमारतों	शतकांपूर्वीच्या	0.554837
जानवरों	जनावरांना	0.554385
गाड़ी	गाडीच्या	0.55406
भग्नावशेषों	भग्नावशेषांपासून	0.554039
झरना	``घाघरती	0.553603
शहरों	शहरातून	0.55338
अखाड़ों	आखाड्यांचे	0.553193
सुबह	सकाळचे	0.551667
किले	किल्ल्याची	0.551474
आस	देखावे	0.551296
नाम	स्तंभाच्या	0.550345
किले	किल्ल्याचे	0.550106
बंजर	ओस	0.549222
मान्यताओं	लोकमान्यतेनुसार	0.547913
फोटोग्राफी	छायाचित्रण	0.547433
किला	किल्ल्याच्या	0.545779
गाँव	घाटांना	0.54306
शहर	शहरच	0.542939
किनारे	किनाऱ्यावर	0.542668
बयार	वार्‍याच्या	0.541543
जिले	जिल्ह्यात	0.540451
पर्वतों	एवलांश	0.539174
खोजी	शोध	0.538746
निवासी	स्थानीक	0.537244
हाँ	हो	0.537006
क्षेत्र	क्षेत्रात	0.5362
आकृति	विहीरीची	0.535507
घोड़े	घोड्यावर	0.5351
स्थान	ठिकाणावर	0.533414
वायुमार्ग	हवाईमार्ग	0.532691
गार्डन	गार्डनमधील	0.532472
विश्व	विक्री	0.529775
नगर	मंदिर	0.529255
पानी	कुंडातून	0.52836
उपचार	टॉवर	0.527233
पूँछ	शेपटीवाला	0.526232
स्‍त्रियों	स्‍त्रियांची	0.525719
नेशनल	रष्ट्रीय-उद्यानात	0.525261
हवेलियों	हवेल्यांच्या	0.524909
आजकल	आर्ट	0.524629
रिजर्वेशन	आरक्षण	0.52404
पूर्व	पूर्वेकडे	0.523598
इमारत	मजली	0.522975
जगह-जगह	जागो	0.520246
झील	वायव्येला	0.519975
गाँव	स्विस	0.519344
रोड	रस्त्यावर	0.519328
यायावरों	यात्रेकरू	0.518453
पत्थर	दगडावर	0.517627
सेवाओं	सेवांची	0.517538
गवर्नमैंट	गर्व्हमेंट	0.517127
सूत्र	सूत्रात	0.515271
किमी.	गावी	0.514487
साम्राज्य	मौर्य	0.512974
विपरीत	परंपरांनी	0.512788
पाषाणों	पाषाण	0.511757
चौराहे	शिळा	0.511744
प्रदेश	प्रदेशाने	0.511185
गाँव	बांबू	0.510426
आँखों	डोळ्यांसमोर	0.504851
वन	``जंगलात	0.504831
आंरभ	सुरूवातीला	0.504621
वनों	किनार्‍यावरील	0.502999
विषय	बाबा	0.502751
पर्वतारोही	पर्वत	0.501979
पीपल	पिंपळ	0.501779
चीजों	वस्तूंची	0.501187
गुफाओं	गुफांचे	0.501002
तट	किनार्‍याचे	0.500575
घाटे	तूटचे	0.500392
पक्षी	पक्ष्यांचे	0.500274
फेस्टिवल	समारोहात	0.49873
चट्‍टानरोहण	कातळांवर	0.497782
दशकों	शतकांपासून	0.497548
रेस्तराओं	उपाहारगृह	0.497279
खोज	मंदिराचा	0.497154
सच	रंग	0.496129
अलावा	तांब्याची	0.495252
तस्वीरें	छायाचित्रे	0.495078
सैंक्चुअरी	वन्य	0.493598
गैसें	वायु	0.493537
आरोही	आरोहकाने	0.493252
मंजिले	मजले	0.493251
अंतर्गत	सादर	0.491782
इतना	इतिहास	0.491678
सामने	कांस्य	0.491622
सुषमा	सौंदर्य	0.491575
ट्रैकिंग	रस्ता	0.491535
राजा	राजासहित	0.491124
सोते	ताहानलेलो	0.490928
सुरंग	स्नानगृहात	0.490617
शहर	शहराचे	0.490411
साथी	जोडीदाराबरोबर	0.489587
आज	दिवाळीचा	0.488492
प्रांगण	प्रार्थना	0.487737
भग्नावशेषों	भग्नावशेषात	0.487148
रेल	रेल्वे-सेवा	0.485213
रेलमार्ग	रेल्वेमार्गे	0.484274
अनुमान	अंदाजे	0.482812
भागों	भैरो	0.482312
पहाड़ी	पहाडावर	0.480732
इलाके	’रू-दे-बाउचर्स’	0.480263
फार्मिंग	पद्धतशीर	0.479345
आयोग	आयोगाचे	0.478531
कथाएँ	कथा	0.478122
मंदिर	नवग्रह	0.475506
ऑर्किड	सरासरी	0.474851
मंदिर	मुत्तप्पन	0.474316
जमीन	जमीनीच्या	0.474123
शिविर	शिबिर	0.473407
खुदाई	उत्खननात	0.473359
अंचल	भागामधील	0.473346
विश्‍वास	वैद्यराज	0.471522
आस-पास	ठिकाणे	0.471104
चिकित्सकों	चिकित्सकांचा	0.470824
प्रभागों	भवन	0.47042
इमारतों	मध्ययुगीन	0.469352
मजा	आनंद	0.469326
चिड़ियाघरों	प्राणी	0.469076
जगह	हाँगकाँगची	0.468951
कौसानी	वाहतुकीच्या	0.468676
सोने	नर	0.468558
किन्तु	मंदिर	0.467344
पदचिन्हों	पाऊलखुणा	0.466671
जी	उत्तर	0.465676
गुंबद	जीन्यासारखा	0.465182
जगह	जागेवर	0.465084
राजपूतों	राजपूतांची	0.465024
स्थानों	स्थानांपैकी	0.464634
दर्शकों	दर्शकांचा	0.462856
उद्यान	उद्यानाचे	0.461906
अन्य	केंद्र	0.461583
कि.मी.	जिल्हा	0.460094
विश्‍वभर	जगभरात	0.459341
प्रदर्शनियाँ	प्रदर्शन	0.459183
आपके	आरामाची	0.459168
स्थान	ठिकाणी	0.459161
मंदिरों	ठिकाण	0.458973
वन्य	आशियातील	0.456983
पहाड़	पर्वताला	0.455801
फुट	परिसराच्या	0.455586
यात्रियों	स्नानघराची	0.455531
श्रद्धालुओं	श्रद्धाळूंची	0.455378
घोड़े	घोड्याची	0.453592
गुमटी	घुमट	0.453479
यकीन	तासांच्या	0.453321
आपका	तिकीट	0.452643
आस	नदीच्या	0.452168
प्लास्टिक	प्लास्टिकच्या	0.452056
संग्रहालय	न्यू	0.451345
दिन	दिवसात	0.451127
परिसर	परिसरात	0.44854
अखाड़ों	आखाड्यांचा	0.448276
पर्वतारोहण	गिर्यारोहणात	0.447932
अप्रैल	एप्रिलमध्ये	0.447901
वनों	वनांमध्ये	0.444556
भाषा	संगला	0.442503
पानी	पाण्यातील	0.44242
द्वारा	दरी	0.442169
पर्वतारोहण	गिर्यारोहण	0.44077
हवेलियों	मजली	0.440654
अब	आउट	0.440362
उत्सवों	उत्सव	0.439953
हड्‍डियाँ	हाडे	0.439343
होटल	पर्यटन	0.437807
डिब्बे	डब्यात	0.437407
इमारतों	विक्टोरियन	0.437109
वनस्पतियों	वनस्पती	0.436628
गाड़ी	गाडीचे	0.436307
गाइड	गाईडने	0.433521
हफ्ते	अठवड्यापर्यंत	0.432985
शहर	शहराची	0.432501
गाँव	साधारणपणे	0.431803
भाषा	इंग्रजी	0.43075
इलाके	वॅलीच्या	0.430408
यंत्रणाओं	यंत्रणेचे	0.429942
छिद्रों	छद्रांचे	0.429159
वर्षों	वर्षांपासून	0.428844
ऊँट	एकटक	0.428116
मसाज	मालीश	0.427743
पर्यटकों	पर्यटकांकडून	0.427693
गाँव	गावाचा	0.427365
क्षेत्र	स्क्वेयर	0.426302
साल	किल्ला	0.425649
साहित्य	साहित्यामध्ये	0.425308
लॉन	हिरवळ	0.424824
फुट	फूटाची	0.423769
नारियल	नारळाचे	0.422374
देवदारों	देवदार	0.420688
जाहिर	तलावदेखील	0.420342
संग्रहालय	संग्रहालयात	0.420237
मधुमक्खी	मधमाशीच्या	0.419328
शिखर	त्रिशूळ	0.419124
मौत	मृत्यूला	0.418292
काँच	रंगीत	0.417428
भाषाएँ	लक्षद्वीपमधील	0.417067
पठार	पठाराचा	0.417
शांति	शांततेचा	0.416888
पीठिका	पीठिकेवरील	0.413643
हस्तशिल्प	हस्तशिल्पाचा	0.412577
गाँव	"गावातील	0.412076
गाँव	गावातील	0.412076
मोनास्ट्री	मठापासून	0.411922
दायित्व	शिक्षक	0.411509
झील	उद्यान	0.411348
परिसर	परिसराचे	0.410716
दूरबीन	दुर्बीण	0.410689
प्रदेश	वाळवंट)	0.408416
पतन	पतनानंतर	0.406344
द्वीपों	द्वीपांवर	0.406174
खंभों	खांबाच्या	0.406109
जंगल	अरण्य	0.405485
वे	भिंतींना	0.404271
चीजों	वस्तूंसाठी	0.403121
नेतृत्व	१९९५	0.402932
सर्दियों	स्कीइंगची	0.40132
जगह	ठिकाण	0.400882
आरोहण	गिर्यारोहकाला	0.400458
बेकरी	बेकरीत	0.400248
पैलेस	विलास	0.398923
चुपचाप	झाडीत	0.398877
हवाई	हवाईमार्गाने	0.397719
आगे	तंत्रज्ञान	0.397633
पर्यटकों	खरेतर	0.397407
गुरुद्वारे	गुरुद्वारेच्या	0.395287
आजकल	युगामध्ये	0.395013
जिले	वन	0.394835
अंगरेजों	इंग्रजांनी	0.394811
अंग्रेजों	इंग्रजांनी	0.394811
चट्‍टानों	एकीकडे	0.393824
आदि	शिखर	0.393479
शेरों	सिंहाच्या	0.392842
हाइवे	राजमार्गावर	0.392423
खाने	ठिकाणं	0.392191
सरकार	सरकारने	0.391965
दरवाज़े	दरवाज्यात	0.390756
शिलालेखों	शिलालेखात	0.39063
बच्चों	बीच	0.390452
होटलों	हॉटेलांमध्ये	0.390358
पाई	प्रकारच्या	0.389025
आरोही	गिर्यारोहकाला	0.388406
होटल	उपाहारगृहं	0.387665
हाटचट्‍टी	वाण्यांचे	0.387173
गिनती	गणना	0.386196
रेलवे	रेल्वेतून	0.38547
अगले	किल्ला	0.384689
आज़ादी	स्वातंत्र्य	0.38461
वाक्चातुरी	वाक्चातुर्याने	0.384546
दिन	दिवसाच्या	0.382782
पद्म्श्री	पद्मश्री	0.381777
कीर्ति	दुर्गाची	0.380749
वैज्ञानिकों	वैज्ञानिकांचे	0.380593
झरने	झर्‍याच्या	0.379706
सभी	खरे	0.379174
जेठ	जेष्ठातील	0.37833
हिम	हिमरेषा	0.378279
दर्शन	दाखल्यानुसार	0.378042
शाम	सीमेवर	0.377711
ऐसे	सिंह	0.377606
सर्दी	हिवाळा	0.377165
दिलचस्प	आश्चर्य	0.376841
खिड़की	खडा	0.376442
नजदीकी	:-	0.37577
वायु	हवाईमार्ग	0.375615
यात्रा	द	0.375565
इतिहासज्ञों	``इतिहासाच्या	0.374931
जू	उद्यानात	0.37248
तरह-तरह	तर्‍हेतर्‍हेने	0.371981
पहाड़ी	पहाडीचे	0.371508
मछुआरे	मच्छिमार	0.371483
खंभे	खांबाशिवाय	0.370856
एकड़	एकर	0.370502
होली-डे	सुट्टीचा	0.370257
साँसें	वाय	0.369864
धर्म	धर्मीयच	0.369689
पैमाने	प्रमाणावर	0.369232
शहर	शहराचा	0.367564
हेक्टेअर	हेक्टरमध्ये	0.367453
प्रवाह	प्रवाहदेखील	0.366717
देशों	देशातील	0.366715
बी-क्लास	बी	0.366349
गेटों	प्रवेशद्वाराच्या	0.365438
कोड	एसटीडी	0.36385
रेल	रेल्वेद्वारे	0.363441
इमारत	इमारतीएवढीच	0.362977
तख्तों	तख्तांना	0.362914
खोज	शोधाचे	0.362837
सीध	कि.मी.खोलवर	0.362571
होटल	उपहारगृह	0.362042
किले	आल्हा	0.36199
तट	उत्तरेकडील	0.360721
समुद्र	समुद्राला	0.360406
आईआरसीटीसी	आई	0.359885
अप्रैल	एप्रिलच्या	0.358302
मीटर	मीटरच्या	0.357825
मोटर	मोटरमार्गावर	0.356591
इलायची	विलायची	0.35613
पश्‍चिम	वेगाने	0.356109
कारण	प्रदेश	0.356094
शाम	सायं	0.355817
विमान-पत्तन	विमानतळ	0.354519
नगर	नगराचा	0.35365
किंवदंती	दंतकथा	0.353331
किंवदन्ती	दंतकथा	0.353331
स्थान	१५७३	0.352567
स्थान	१९	0.352567
उनमें	’	0.351745
परंपरा	परंपरेचा	0.351531
रास्ते	विहीरीच्या	0.35153
फीट	फूटाच्या	0.350728
कुंभ	कुंभमध्ये	0.350051
मोटर	मंदिर	0.350015
उपयोग	प्रमाणात	0.348971
कक्षों	कक्षांमध्ये	0.348494
हाथियों	हत्तींच्या	0.347288
प्रत्यक्षदर्शियों	प्रत्यक्षदर्शींनी	0.347132
सफर	प्रवासामध्ये	0.346121
विश्राम	विश्रांती	0.345898
हाथियों	हत्तींना	0.345821
इस	जागेसाठी	0.344864
चकोर	तितर	0.344385
परिचित	पूर्व	0.344334
राजभवनों	राजभवनांची	0.343865
आग	कालांतराने	0.343689
यही	हेच	0.3426
झरना	धबधबा	0.341012
जिले	जिल्हयाचे	0.340773
जिले	जिल्ह्याचे	0.340773
पत्थरों	वाळूच्या	0.340493
चट्‍टानों	दगडांवर	0.340185
अलावा	संग्रहालयाची	0.339626
पृथ्वी	पृथ्वीच्या	0.339437
गर्भगृह	गर्भगृहात	0.339216
आसमान	आकाशात	0.33869
अनुभवियों	अनुभवी	0.338627
उद्यान	ह्याच	0.337139
बुराँश	बुरांशच्या	0.336731
’	स्थान	0.336568
परम्परा	परंपरा	0.336451
प्रेमियों	चिरतरूण	0.336192
गड्‍डी	गाड्या	0.33606
बुराँश	बुरांशचे	0.336043
परिसर	परिसरातच	0.335833
शहर	शहरात	0.335546
पक्ष	प्राणि	0.334936
जाने	हवामानाची	0.334789
वापसी	एक्सप्रेस	0.334754
गर्मियों	खोर्‍यात	0.333932
पानी	पर्यंत	0.33382
झूठ	दरवाजा	0.333665
वन	तालुका	0.332996
खंभे	खांबावर	0.332994
/	सुद्धा	0.33216
वातावरण	आलप्पुषासारखे	0.332063
द्वारा	धर्माचे	0.331646
दिसंबर	उद्यान	0.330967
कारण	कला	0.330437
शोर	शहरी	0.329769
गले	सुरूवातीला	0.329242
फिशिंग	मच्छिमारी	0.32912
हाउसबोट्‍स	हाउसबोटमध्ये	0.328763
कथाओं	कथांनुसार	0.32796
स्थलों	यूनेस्कोला	0.327895
तपस्या	तपस्येमुळे	0.327761
लंगूर	वानर	0.32687
नौका	नौकाविहार	0.323861
प्रतिदिन	ताजमहाल	0.323195
समस्याओं	समस्यांबद्दल	0.322465
परंपरा	परंपरेच्या	0.322107
टाइगर	वाघ	0.321785
पत्थरों	दगडांपासून	0.321528
लेकिन	कॉलेजमध्ये	0.321453
मोरनी	मिनी	0.32126
तरह	शौकीन	0.321056
रूप	स्वरूपाने	0.320975
पर्वतमालाओं	नावाच्या	0.318947
सेंक्चुअरी	सँक्च्युअरी	0.318766
तथ्य	वनस्पतिशी	0.317828
चीते	चित्त्याशिवाय	0.317541
मांसाहारी	सागरी	0.317448
व्यापारियों	पश्‍चिमेकडील	0.31655
तट	किनार्‍यावरील	0.31592
परिधानों	पोषाख	0.315256
याद	माझ्या	0.314642
नौसिखियों	नवशिक्यांसाठी	0.313741
पानी	पाण्याचा	0.313332
होटलों	उपाहारगृहे	0.312867
सागर	उत्तर	0.312754
पश्‍चिम	पश्‍चिमेकडून	0.311339
सिक्के	नाण्यांच्या	0.31084
मैं	नवविवाहित	0.310724
स्थापत्यकला	स्थापत्यकलेसह	0.310595
परिचारिका	उपाहारगृह	0.30958
ड्‍यूटी	खरे	0.308265
पशु	फूलांची	0.307404
मजदूरों	कामगारांची	0.306791
शहर	शहरच्या	0.306619
पर्वतारोहण	गिर्यारोहणाला	0.30549
पर्वतारोहण	पर्वतारोहणाला	0.30549
जिलाधिकारी	जिल्हाधिकार्‍याने	0.304918
एंफीथिएटर	एंफीथिएटरशिवाय	0.30491
पेड़-पौधे	चित्रविचित्र	0.303762
जरूर	खर्च	0.303066
स्थित	:-	0.302823
कोट	कोटामध्ये	0.302476
राजमार्ग	मौर्यकालळात	0.302036
आरक्षित	वनप्रदेशाच्या	0.301229
प्रायः	हेक्टर	0.300776
कालान्तर	कालांतराने	0.300018
कालांतर	कालांतराने	0.300018
शास्त्रीय	संगीताचे	0.299383
फैमिली	मंदिरामध्ये	0.299082
नैसर्गिक	सौंदर्य	0.298909
पारदर्शी	पाण्यात	0.298877
ग्रहों	ग्रह	0.298485
गुफाएँ	गुफा	0.29819
चोटी	दक्षिणी	0.297893
अथवा	एस्परीन	0.297341
नहर	गावा	0.29718
पूरे	गटाबरोबर	0.29635
संघ	संघदेखील	0.294925
अनुरूप	खाद्यसामग्री	0.294742
फाटक	बॉर्डरचे	0.294436
अश्‍वेतों	कृष्णवर्णीय	0.294032
प्रशासन	प्रशासनाचा	0.293139
दिन	दिवसाचे	0.292837
पशु	जीपमध्ये	0.292713
डायनासोर	सांगाडा	0.292697
झील	:-	0.291658
माँ	आई	0.29039
स्थल	मंदिराच्या	0.290186
नगर	सिटी	0.28968
हैलीकॉप्टर	हेलीकॉप्टरने	0.289505
फल	फळ	0.289466
बार	बारमध्ये	0.289247
नील	ह्यांमध्ये	0.28883
हेंगग्लाइडिंग	हॅंगग्लायडिंग	0.2881
टूर	कॉक्स	0.287872
यही	गोष्ट	0.287582
दोपहर	दुपारची	0.287253
यकीन	शनैः	0.287117
चप्पा-चप्पा	काना-कोपरा	0.286484
अध्यात्म	अध्यात्मावर	0.286223
कारीगरी	कलापूर्ण	0.286216
श्रद्धालुजन	श्रद्धाळू	0.285802
कानों	कानांमध्ये	0.285053
उद्यान	तलावात	0.284445
कमरा	खोली	0.284058
साथ	भुताखेताच्या	0.283658
वर्षों	वर्षोपर्यंत	0.283406
अलावा	राजभवन	0.283404
चट्‍टानों	खडकातून	0.283027
स्तूप	``स्तूपाचे	0.282913
दिन	दहाव्या	0.282753
प्रसंग	परिसरात	0.28188
अनुसार	यांच्यामते	0.281872
चीज	वस्तूसाठी	0.281509
संस्कृत	संस्कृतचा	0.281103
पूरे	वर्षभर	0.279799
स्वाद	स्वादाशिवाय	0.279694
मंदिर	ने	0.27958
साथ	विश्‍व-पर्यटन-मानचित्रावर	0.279445
चट्टानों	खडकांवर	0.278475
घर	घरी	0.27819
भाग	भागाला	0.277769
पर्यटन	कृषि	0.277692
दरवाजों	दरवाजांना	0.277589
दिनों	दिवसांसाठी	0.277461
वस्तु	वस्तू	0.277288
साल	सालामध्ये	0.277268
श्री	कल्याणक	0.277145
शेरों	सिंहाची	0.277127
दस्तकारी	हस्तव्यवसाय	0.276576
पटरियों	रुळाच्या	0.27573
अब	बैलगाडीबद्दल	0.275458
दिनों	बस्तरमध्ये	0.274775
सच्चाई	सत्य	0.274757
एकड़	आयलॅंड	0.274391
मौसम	मोसममध्ये	0.273526
अहसास	जाणीव	0.272473
संबंध	लिस्ट	0.272334
गर्भगृह	गर्भगृहावर	0.271311
म्यूजियम	मॅडम	0.270878
प्रवेश	उन्हाळ्याच्या	0.270806
खरीदारी	खरेदीचे	0.270642
हॉल	दालाने	0.269583
इमारत	ओपेरा	0.267969
झील	झीलमध्ये	0.267661
अलावा	"ब्लू	0.26654
एक्सेंट	ऍक्सेंट	0.265813
जंगल	जंगलातून	0.265
घाटी	गाव	0.264874
शुरू	किल्ला	0.264544
दिनों	चारी	0.263783
समय	वन्यजीव	0.262927
यहाँ	मंडपांच्या	0.261502
देशों	देशांसारखे	0.26107
छत	छताच्या	0.260753
समीप	नगर	0.260406
हाथी	हत्तीवर	0.260282
मार्ग	मार्गाचा	0.260001
फूलों	वैली	0.259719
इलाके	विभागात	0.259694
आदि	सरौर	0.259373
अलावा	वाइल्ड	0.258641
नौटंकी	नाटिकादेखील	0.258552
घंटे	दर	0.256715
धामों	तीर्थस्थानांमध्ये	0.255897
छुट्टी	तरीही	0.253957
पावन	``बिहारच्या	0.253492
रेस्तराँ	उपहारगृहामध्ये	0.252943
पौधों	रोपट्यांना	0.252445
मान्यता	समजूत	0.252298
विभाजित	व्यापक	0.252254
चीड़वासा	भोजपत्रावर	0.252072
महीने	फेब्रुवारीच्या	0.251863
हथेलीनुमा	तळहातासारखे	0.25174
राष्‍ट्रयिता	डॉ.	0.251579
इमारत	म्यूजियम	0.251298
भाई	भावाला	0.250649
रानी	राणीला	0.25037
समारोह	समारंभात	0.249888
संस्थाओं	विश्‍वातील	0.24931
नर्मदा	नदीच्या	0.24928
हजार	खांबांवर	0.249065
मिनट	मिनटांपूर्वी	0.248993
बच्चों	मुलांद्वारे	0.248984
जाने	श्रमिकांचा	0.248968
जाने	नकार	0.24843
प्राकृतिक	पर्यटन	0.246901
मदरसा	महाल	0.246692
मंदिर	हिंदु	0.246628
तोप	आश्चर्य	0.246627
ऊन	अंगोरा	0.246307
स्थान	स्थळापर्यंत	0.246279
खेत	शेतं	0.246121
लोककथाओं	लोककथांमध्ये	0.245896
मॉल	मार्गावर	0.245613
महल	महालातूल	0.245209
पार्क	पर्यटक	0.244945
मूलधारा	मूलधारेमध्ये	0.244137
क्यूबिक	किल्ल्या	0.243956
दुर्लभ	औषधींबरोबरच	0.24383
एडवेंचर	खेळांसाठी	0.24346
पार	बकर्‍यांना	0.243386
दिन	दिवसाची	0.243379
स्थित	पश्‍चिमोत्तर	0.243043
आकर्षण	येथील	0.242861
पल	क्षणी	0.242792
प्रकृति	लेकमध्ये	0.241985
गर्भगृह	श्रीमंदिराच्या	0.241908
नामक	स्थान	0.241714
हनीमून	मधुचंद्राला	0.241339
स्थित	सन	0.241123
राइडों	वेगाने	0.240999
छत	छताचे	0.240829
आरोहण	दुर्घटना	0.240749
एकड़	एकर	0.240661
सायँ	सायंकाळी	0.240344
साल	ईस	0.239983
प्रारंभ	सुरूवातीला	0.239927
फैशन	आधुनिकतम	0.239822
घंटे	तासांच्या	0.2398
उद्यान	पशु	0.239673
कल	उद्याच्या	0.239255
दौरान	दिवसात	0.239027
जंतर	वेधशाळा	0.238043
स्थानों	ठिकाणांच्या	0.237445
पानी	पाण्यामध्येदेखील	0.237186
उत्तर	उत्तरेकडील	0.235732
हिमनदों	हिमनदांच्या	0.235721
कोठरी	खोलीच्या	0.235242
खोज	शोधत	0.235237
अतिथिशाला	अतिथिगृह	0.235178
आदि	झेब्रा	0.23498
शाम	संध्याकाळी	0.234901
शाम	``संध्याकाळी	0.234901
विशेषज्ञों	तज्ञांनी	0.234879
दरबार	पॅलेसमधील	0.23447
पूर्व	यापूर्वीचे	0.233061
रेलमार्ग	``रेल्वेमार्गाद्वारे	0.231874
साल	सरते	0.231861
चट्टानों	खडकांची	0.23058
सन्	सागर	0.22937
जातियाँ	आदिवासी	0.228434
मूर्तियों	मंदिरात	0.228327
चन्दन	पर्वताची	0.228251
ढाँचा	रचना	0.226689
सामान्य	उतार	0.226554
सुविधा	शेवटची	0.226433
चर्च	प्रार्थना	0.226431
उद्योग-धंधे	उद्योगधंदे	0.226322
पहाड़	पर्वतातून	0.2261
पूर्णरूप	पर्यटक	0.225859
प्रदेश	प्रदेशामध्ये	0.225756
मस्‍जिद	मशिदला	0.225523
नदी	किनार्‍यावर	0.225464
जगह	ठिकाणे	0.225462
ध्वज	आदिवासी	0.225276
निकट	महानगराच्या	0.225229
यादों	आठवणींना	0.225202
उम्र	वयाची	0.225186
नक्शे	नकाशात	0.225085
पैरासेलिंग	पॅरासेलिंग	0.224793
जलनिकासी	नाल्यासाठी	0.22457
चर्च	ईशान्य	0.22431
